City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
580,Namibe,AO,75.07,overcast clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
583,Prescott,US,66.99,clear sky,34.54,-112.4685,Prescott Resort & Conference Center
584,Bathsheba,BB,78.8,scattered clouds,13.2167,-59.5167,Atlantis Hotel
585,Innisfail,AU,80.06,overcast clouds,-17.5333,146.0333,Moondarra Motel
586,Martapura,ID,75.2,moderate rain,-3.4167,114.85,Montana Hotel Syariah
589,Diu,IN,74.95,scattered clouds,20.7141,70.9822,Hotel Relax Inn
594,Magadi,IN,73.4,few clouds,12.9667,77.2333,Mindri of Magadi
595,Chiungutwa,TZ,67.33,broken clouds,-10.8833,38.9833,
597,Katsuura,JP,64.0,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
599,Karratha,AU,83.98,clear sky,-20.7377,116.8463,ibis Styles Karratha
600,Fukue,JP,60.8,clear sky,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
601,Paragominas,BR,73.22,overcast clouds,-2.9667,-47.4833,.
604,Kasongo-Lunda,CD,69.46,overcast clouds,-6.4667,16.8167,
609,Beloha,MG,64.99,clear sky,-25.1667,45.05,
613,Kutum,SD,64.51,few clouds,14.2,24.6667,Dibbo areaمنطقة دبو
616,Kyabe,TD,82.63,clear sky,9.4515,18.9449,
617,Mahajanga,MG,78.22,light rain,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
619,Celestun,MX,79.81,broken clouds,20.8667,-90.4,Posada Lilia
620,Zhenhai,CN,69.8,mist,24.2582,118.0905,Xiamen Onehigh Pavilion Homestay
621,Manokwari,ID,82.24,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
624,Pitimbu,BR,80.6,few clouds,-7.4706,-34.8086,Reserva do Abiaí
625,Ialibu,PG,61.39,overcast clouds,-6.2821,143.9935,Eastwood Guesthouse
626,Madhupur,IN,74.34,clear sky,24.25,86.65,Hotel Kumar International
628,Naguabo,PR,77.0,scattered clouds,18.2116,-65.7349,Rodríguez Apartments & Doña Ana Resorts
630,Nishihara,JP,75.2,broken clouds,26.1842,127.7558,Minshuku Agaihama
632,Lompoc,US,75.0,clear sky,34.6391,-120.4579,Holiday Inn Express Lompoc
633,The Valley,AI,77.0,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
634,Mount Isa,AU,84.2,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
636,Abeche,TD,73.72,scattered clouds,13.8292,20.8324,Assaleh Hamdan Haroune
638,San Felipe,VE,72.19,overcast clouds,10.3399,-68.7425,Posada Llovizna Rodríguez
640,Hervey Bay,AU,73.0,overcast clouds,-25.2986,152.8535,Shelly Bay Resort
641,Sterling,US,63.0,overcast clouds,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
642,Ewa Beach,US,84.2,few clouds,21.3156,-158.0072,Uncle Junior Robert
644,Lethem,GY,82.76,broken clouds,3.3803,-59.7968,Savannah Inn
646,Soyo,AO,77.0,overcast clouds,-6.1349,12.3689,Hotel Mpampa
648,Gorontalo,ID,82.89,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
649,Mocuba,MZ,63.05,clear sky,-16.8392,36.9856,Phama Lodge
651,Salalah,OM,78.8,clear sky,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
652,San Rafael,AR,70.29,few clouds,-34.6177,-68.3301,Hotel San Rafael
656,Beira,MZ,71.22,broken clouds,-19.8436,34.8389,Beira Terrace Hotel
658,Lagos,NG,82.4,few clouds,6.5833,3.75,
659,Sao Jose Da Coroa Grande,BR,79.38,broken clouds,-8.8978,-35.1478,Crôa Mares Hotel
660,Champerico,GT,87.8,scattered clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
661,Lakhtar,IN,76.57,clear sky,22.85,71.7833,Firdaus Society
662,Salinopolis,BR,77.63,moderate rain,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
663,Mbini,GQ,77.0,few clouds,1.574,9.6134,
665,Tonj,SS,83.01,broken clouds,7.2737,28.6822,
666,Yulin,CN,76.17,broken clouds,22.6333,110.15,罗弟天海大厦
668,Brufut,GM,69.8,clear sky,13.3814,-16.7518,Sheraton Gambia Hotel Resort & Spa
670,General Roca,AR,75.2,clear sky,-39.0333,-67.5833,Hotel y Casino del Río General Roca
674,Cockburn Town,TC,77.0,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
675,Alyangula,AU,86.0,overcast clouds,-13.8483,136.4192,Groote Eylandt Lodge
676,Goure,NE,75.0,clear sky,13.9835,10.2704,
677,Najran,SA,68.0,clear sky,17.4924,44.1277,محمد هادي ال فطيح
680,Dzilam Gonzalez,MX,80.89,scattered clouds,21.2833,-88.9333,posadas
683,Jega,NG,79.77,clear sky,12.2175,4.3792,ALH. Nasiru Ibrahim
684,Morant Bay,JM,84.2,few clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
686,Jutai,BR,72.01,broken clouds,-5.1833,-68.9,
687,Tabou,CI,78.8,broken clouds,4.423,-7.3528,hotêl doufoulougou
688,Corrente,BR,73.72,overcast clouds,-3.7367,-43.3394,Chapadinhense Hotel
689,Junin,AR,63.0,clear sky,-34.5838,-60.9433,Hotel Copahue
690,Lambarene,GA,72.16,overcast clouds,-0.7001,10.2406,Le Refuge
691,Macaparana,BR,75.2,clear sky,-7.5547,-35.4531,Hotel Martins
692,Arraias,BR,75.13,scattered clouds,-12.9288,-46.9437,Hotel Japão
693,Auki,SB,81.3,broken clouds,-8.7676,160.7034,Auki Motel
694,Maturin,VE,76.06,broken clouds,9.75,-63.1767,Hotel Residencial La Pichincha
695,Bac Lieu,VN,81.55,overcast clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
696,George Town,MY,80.6,few clouds,5.4112,100.3354,Cititel Penang
697,Venado Tuerto,AR,64.0,clear sky,-33.7456,-61.9688,Hotel - Miro Park
699,Gamba,GA,73.31,overcast clouds,-2.65,10.0,
700,Biltine,TD,73.8,few clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
702,Conceicao Do Araguaia,BR,75.11,overcast clouds,-8.2578,-49.2647,Tarumã Tropical Hotel
704,Minna,NG,86.0,haze,9.6139,6.5569,Royal Park hotel & suites
706,Kusti,SD,79.63,scattered clouds,13.1629,32.6635,فندق الكوباري - Kobari Hotel
708,Dedougou,BF,82.78,clear sky,12.4667,-3.4667,Hôtel Bon Séjour
